Robert-Scoble-1,"Update. It's now almost a year since I got mine and I find my utility going down because Google has not yet fixed the major problems.

Voice response only works if you have a connection. Often I'm in a place, like Yellowstone, that has no connectivity.
You can only put 10 contacts into Glass, so making calls much more difficult than it should be.
You can't see, edit, or caption photos in Glass easily (only voice commands, which don't work in noisy situations like concerts). No way to automatically push photos from Glass to your smartphone, which would make it a LOT easier to edit, etc.
Facebook and Instagram and Twitter apps inadequate for really doing great posts.
No store, so getting apps very difficult.
Voice control of directions is usually good, but when it makes an error it is very hard to fix.
No live video streaming yet.
Battery life continues being too short, particularly when shooting video (I only get about 40 minutes when recording video).
Video compression is being done in software, not hardware, so unit gets hot, video isn't very high quality, and battery dies in 45 minutes or less.
Video only goes to a special part of Google+ (a new version of YouTube) and you can't easily push it to other places, like Vimeo, or your existing YouTube account.
The price is still at least twice as expensive as the most expensive smartphone and doesn't work without a smartphone. Until the price comes down I'll advise most people to stay away, especially given the lack of utility at the moment (and the risks that the UI and API's will dramatically shift this year).

There are other problems, as well, that keep it from being very useful. When I wrote the post below I thought Google would fix the problems quickly. I keep hoping fixes are coming.


++++++++++++++++++

I have had a Google Glass for two weeks now and they are VERY useful. Here's my review: My two-week review of Google Glass: it all depends on the?

Why? Well, just yesterday I was walking my kids around in a stroller. Both hands were on the stroller. Yet I was able to have New York Times articles read to me, I took a phone call (and made one to my wife), and I took a photo of the experience too.

This product is life changing. By the way, the Glass can NOT broadcast live to the world yet. You can shoot a video, have it uploaded to a private area on Google+, and only then can you move it over to public view from your smartphone or from inside the Glass itself.

After showing them to hundreds of people, I think the threats are mostly perception issues: if you walk into the wrong kind of bar, or a bathroom or gym locker room with them on, you might suffer consequences that won't be fun.

The big usefulness, though, is that these assist you living your life. When I got to the airport the other day it told me the gate and time of my flight. Very useful. Google Now also tells me other stuff, like how bad the traffic is on the way to work, etc. That's where the real functionality is.

  "
Robert-Scoble-1,"Easy. Walk into any restaurant. Look at how many people are holding a mobile phone. Now consider that about a billion people are getting smartphones this year alone. Second, look at adoption rates of new things on laptops vs. mobile. Mobile is way higher. Third, look at numbers at some place like Facebook -- mobile is passing desktop usage.

I often sit next to people who use Windows PCs and I ask them ""show me something you've put on your computer that's new, loaded in the past couple of weeks."" Out of hundreds of people most can't answer that. Ask a mobile user the same thing and they'll take you on a tour of their apps ""oh, just got this Dots game, or check out the new Nest app I just got, etc etc.""

The tech press and investors care about where the market is going. Where is growth happening. Where are the most interesting, new, apps?

In my world: mobile, mobile, mobile, mobile.
  "
Robert-Scoble-1,"I get way more requests than I can take. Here's a few things I do:

1. I have an out-of-office message on Gmail that gives me the permission not to answer you (no answer is an ""automatic no"" the email says). Here's that email -- that lets me avoid being a jerk just by not replying:

++++++++++++++

Thank you for taking the time to write to me and I'm sorry if I don't get back to you.

I'm now getting emails at a level that I can't respond to everyone. This is an automatic response to an email you sent to scobleizer@gmail.com.

I will make a best attempt to get back to you, especially if you are sharing world-changing technology or if you are building contextual software or services, since I wrote a book with Shel Israel on that trend. Our book, ""Age of Context,"" has been released at Age of Context: Mobile, Sensors, Data and the Future of Privacy eBook: Robert Scoble, Shel Israel: Kindle Store

I also am looking for best-of-breed tools to help people build companies on top of cloud infrastructure, due to my role at Rackspace.

I do read every email, but I only can reply to about 5%, sorry.

Unfortunately if I don't answer you within two or three days, it's the same as hearing ""no.""

To PR people, if you want me to cover your product you've got to give me more than one day warning.  I don't do press-release rewrites like other tech bloggers. It's best to get in touch with me at LEAST A MONTH before you launch.

If you are looking for more about where I'm publishing, or just want to have an informal chat, visit Robert Scoble | Facebook which has links to all of my blogs, and social media accounts.

Another way to get through is to talk with my producer, Rocky Barbanica. You can reach him at rocky@rackspace.com.

Thanks and sorry if I don't get back to you.

++++++++++++++

2. Have a philosophy. Mine is contextual computing is going to be more and more interesting. So, if you aren't contextual (mobile first) and using sensors, wearable computers, etc, then I will be less interested in you. This lets me say no in a nice way. ""Sorry, I'm looking for a specific kind of interaction in 2014 and you don't fit.""

3. Have a boss who makes you say no due to other interests. Boss's don't need to be employers, either. My kids and wife are in charge of my life too and demand my time the same as others do. ""My wife won't let me fit that speech into our calendar, sorry."" Or, ""my kids haven't seen me for a month so I can't make that dinner, sorry."" Works just as well as ""my boss at Rackspace already signed me up for another speech that evening, sorry.""

4. Know what you want out of life. I want to have more three-star Michelin-rated dinners. So, if you offer me one of those I'll find it very hard to turn down. I also want to see the next big company when it's just two entrepreneurs at a table. I find it hard to turn down a chance to see another company, particularly one that has an interesting new product coming out.

5. Try to be helpful in some other way. ""Hey, I can't do that interview you wanted me to do because I'm already booked this week, how about I introduce you to some other journalists who can help?""

6. Suggest ways to get to success. Those who are busy are very transactional. So, asking for coffee might get turned down, while asking to meet to pitch might not. Coffee implies some sort of squishy social agenda. ""I don't do coffee, but if you have a pitch please email me that."" Often they really just wanted to pitch you anyway and were trying to be nice by asking to buy you coffee.

7. If the person sounds interesting to at least meet, suggest meeting at an event ""hey, I'm about to head to CES in Vegas, will you be there or at SXSW in March?""

8. Be honestly busy. My calendar is 100% filled for January now. I'm very happy to show you my Google Calendar, which demonstrates that well. So, saying ""I'm booked until February and not booking new things"" works.

9. Ask them to go through someone who has an easier time saying no. For instance, I have a producer, Rocky Barbanica. He is far more willing to say no than I am. That said, if you convince him, it usually is because you actually have something great, so I'm more willing to put you on the calendar after you get through him.

10. Push them over to a social network. I do that because I want to be scalable in everything I do (answering a question on Quora, for instance, helps out potentially thousands of people, while answering a question in email only helps one person out). So, saying ""ask that question on Quora"" is a good way to turn down people. Smart people use Facebook to see when I'm online, too (I'll often chat with you there before answering my own email).

UPDATE: a friend, Loic Le Meur, turned down my request by saying simply ""I'll be on Necker Island then."" (That's the island that Richard Branson owns). I'll add that as #11: be doing something far cooler than what is being offered. :-)
  "
Robert-Scoble-1,"I would say that you should contact a tech journalist only AFTER you do this:

Know and follow at least 50 (I have a list of 600+ tech journalists on Twitter at Tech News People).
Make sure your startup might be interesting to the journalist in question.
Know why said tech journalist MIGHT cover you and HOW he/she might cover you (IE, have an interesting story). If I was trying to get into the New York Times, for instance, I'd read at least 500 articles written there first and I'd even start putting them into buckets. Know what bucket yours will go in.
Know how your startup is better than other companies already on the field.

Remember that, in my case, I only can accept about 1% of what gets pitched to me. I'm looking for companies who are pushing the future forward. That's vague, but not really. scobleizer@gmail.com is generally the best but phone can work too. +1-425-205-1921 -- know when I'm online and available, you can tell this from Facebook, in my case: https://www.facebook.com/RobertS...

Some tips?

Keep it short.
Explain why you are an example of how the future is changing.
Bring up anything that backs up your story (for instance, do you have a famous developer who already changed the world at, say, Apple?)
Make it easy to dive in. Do you have a blog? A video? A bunch of people talking about you on Twitter or Google+ or Facebook? A successful Kickstarter or Indiegogo campaign?
Work hard on a great headline. Lots of us get 1,000 press releases a day. Think about how to stand out.
Get someone we trust to refer you. If Marc Andreessen emails me and says ""Scoble, you gotta see this new company"" you bet your bottom dollar I'll stop and pay attention.
ALWAYS carry your demo on your phone or iPad and be willing to show in weird places. Accidental PR is the best. I've found many of my favorite companies away from ""official PR.""
Be persistent, but not overbearing. Sometimes trying a second try when you have something new to announce works. I don't know why. It's just the luck of the draw. The difference between being persistent and being overbearing is a very thin line, though. Be good at listening to feedback.
If in a crowded market (photo sharing services, for instance) you better be 10x better and you better be able to demonstrate that in 30 seconds or less. Google was the 17th search engine but in just one search I was hooked and saw why it was better.

Some don'ts?

Don't mix social and business. If you want to just hang out with us and be our friend, that's OK, but don't try to ""buddy up"" just to get a chance to pitch me. Our social time is for socializing, not work.
Don't ask to pitch. The answer is ALWAYS no. Instead, ask something like ""I have a ground-breaking iPad app that is 10x better than Microsoft Office, what do you need to verify that what I'm telling you is true?""
Don't pitch us without looking at our Twitter and Facebook (even better if you use a tool like Nimble.com that shows you everything about us) . I have gotten a pitch right after I learned my mom was dying (I wrote about that online).
If you meet me in the street, don't try to pitch me unless you have some very unusual social proof (like if you are hanging out with Marc Andreessen and he verifies that what you are building is the best thing he's seen this year). I never remember these ""street"" pitches and they rarely are any good anyway. Instead, introduce yourself, and ask for our email so that you can pitch us professionally.
Don't pitch us on Facebook, LinkedIn, or Twitter. Email is best for a whole lot of reasons (at least in my case). If you do pitch us there you'll get instructions to pitch us on email (mine is scobleizer@gmail.com ). I hate these social pitches because I can't easily search for them in the future and I often don't have time to answer everyone everywhere so focus on my email first.
  "
Robert-Scoble-1,"I always want to be on the bleeding edge, or, more accurately use tools that are ""best of breed."" For the past seven years that was Apple's iPhone which is, still, arguably the best mobile ecosystem out there. Apps still ship on iPhone first (generally) and when I look at tech passionate people most of them still have iPhones and iPads.

That said, things are switching. Read Paul Stamatiou, designer at Twitter, about his experiences with Android: Android is better I agree with all his points.

My view started shifting last year when I saw a new series of trends that, bundled up, bring us contextual computing (I'm writing a book on those trends with Shel Israel, titled ""Age of Context"" that will come later this year).

Most of the apps in this new field are on Android first because of Android's more open approach. A great example is Everything.me - Introducing the Dynamic Phone TM, which is my favorite app switcher. It can change nearly everything about the phone and hook into all your apps, even. Things that are impossible for developers to do on iOS.

These new contextual apps, including Google Now, got me to look at Android in a new light. No longer was it an uglier cousin of iOS but was bringing very real innovation to bear.

Then, when Google Glass came out, my mind totally switched. I was  one of the first in line at last year's Google IO conference to lay down $1,500 for my own Google Glass (I've been wearing them every day since April 16, 2013).

Google Glass is a real game changer. No other consumer electronics device knows where I'm aimed, where I'm looking, and has such a consistent access to my context through the sensors inside.

Of course it works better with Android (it runs Android 4.0.4 inside). So that pushed me to make the switch.

Later, Moto X showed me that there's yet again, more innovation coming on the Android side of the fence (you can't talk to your iPhone without touching it first), but on Moto X it just listens for you to say ""OK Google Now."" Since it is illegal to touch a phone while driving, both Glass and Moto X are big deals for me since I drive 1.5 hours every day to the Rackspace Studio in San Francisco and back.

That all said, I still have an iPad and am watching the Apple ecosystem closely. Most users won't follow me, there aren't enough advantages -- yet. But with Paul's note, and my observations, there is something happening on the Android side of the fence and I think it'll become more obvious next year that Android has taken the innovation crown away from Apple (and everyone else).
  "
Robert-Scoble-1,"It's expensive because the ones that are being distributed now are prototypes that are being built one-by-one.

I expect that when they are released to the public next year they will be somewhere around $200 to $300. The build-of-materials is somewhere around $100, when you look at all the components. Of course that doesn't cover the millions of dollars spent in R&D and in acquiring people, like Thad Starner, to come and build them.

Some reasons they are so expensive (this isn't the first time a company has charged a lot for developer prototypes -- the Xbox prototypes were about the same price):

Supply and demand. They can only make a few hundred per week at this point. So, having a low price wouldn't make sense. When you have very little supply and a lot of demand, raising the price is perfectly reasonable.
Making sure that the best people get them first. If I were Google I'd want mostly developers to have them at this point so that there'd be some apps when they are released early in 2014. Developers see the value in building companies and products to target a new platform. Paying $1,500 to build something like Instagram won't seem significant in three years if the business is successful. Most other people won't see the value in paying $1,500 for an unproven new gadget.
PR reasons. If you spend $1,500 for a pre-release prototype you know what you are getting into. You'll likely give a lot of feedback to Google. You'll likely understand the limitations (there are MANY app holes right now, for instance) and forgive those. Regular people, if they got them at this point, wouldn't understand those limitations and would complain about them on Twitter and Facebook, etc.
Anyway, I think this is a short term problem. By May most people will be able to buy them and I can't see a reason that Google would charge more than $500 for them (and I can see many that they would want to make them very low cost, like $200).
  "
Evan-Williams,"Another reason it became standard to break an article up is because it increases the number of pageviews and, thus, ad impressions.
  "
Evan-Williams,"I can't think of one.

All the companies mentioned here either:

a) *Did* have significant revenues:
Netscape (the same company as Mosaic, btw) made $400M in revenue the first 9 months of 1997: http://sec.edgar-online.com/nets...
Geocities (This is a guess, but I bet that traffic made Yahoo! a boatload of money back when banner dollars were easy to get. Maybe not enough to justify the $3.5B acquisition price, but that wasn't the question. Anyone know?)
Shutterfly (see comment above)

b) Didn't really have a lot of users. (What's ""a lot"" anyway?)
4chan?

c) Got bought, ran out of funding due to dot-com crash, or sued out of existence before they tried in earnest to monetize. None of these are the same as ""failing"" to monetize.
Geocities (Even if not really in category A under Yahoo's regime, they are here.)
Almost everyone else mentioned

Possible exceptions (don't really know the story on either of these, but I doubt it):
JenniCam (was she a company?)
DejaNews (did they have any users?)
Ning (I think they were growing well for a while, not sure what happened exactly.)

Having a large number of users and the inability to monetize them is a non-existent problem. People talk about it all the time, but it doesn't really happen?at least it doesn't happen in today's world. I'm not even sure it ever did. Sure, there were Internet companies that went out of business because they were losing too much money, but I think usually they didn't *really* have a lot of users (just a lot of hype) or they had out of control costs.
  "
Kevin-Rose,"I hired a developer. Note: I studied CS in school, but that was years ago, much easier to hire someone than go back to coding.
  "
Kevin-Rose,"a little.
  "
